# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(66:6:18)	(66:6:16)	obj	مفعول به	Object
(66:6:19)	(66:6:19)	obj	مفعول به	Object
(66:6:22)	(66:6:22)	VS	VS	VS
(66:6:16)	(66:6:16)	subj	فاعل	Subject
(66:6:20)	(66:6:16)	conj	معطوف	Coordinating conjunction
(66:6:20)	(66:6:20)	subj	فاعل	Subject
(66:6:21)	(66:6:20)	obj	مفعول به	Object
(66:6:22)	(66:6:22)	pass	نائب فاعل	Passive subject
(66:7:3)	(66:7:3)	VS	VS	VS
(66:7:1)	(66:7:1)	voc	voc	voc
(66:7:2)	(66:7:1)	app	بدل	Apposition
(66:7:3)	(66:7:3)	subj	فاعل	Subject
(66:7:5)	(66:7:4)	pro	نهي	Prohibition
(66:7:5)	(66:7:5)	subj	فاعل	Subject
(66:7:6)	(66:7:5)	link	متعلق	PP attachment
(66:7:11)	(66:7:11)	VS	VS	VS
(66:7:10)	(66:7:11)	NS	NS	NS
(66:7:7)	(66:7:7)	prev	prev	prev
(66:7:8)	(66:7:8)	pass	نائب فاعل	Passive subject
(66:7:9)	(66:7:8)	obj	مفعول به	Object
(66:7:10)	(66:7:10)	subjx	اسم كان	Subject of special verb
(66:7:11)	(66:7:11)	subj	فاعل	Subject
(66:8:3)	(66:8:3)	VS	VS	VS
(66:8:1)	(66:8:1)	voc	voc	voc
(66:8:2)	(66:8:1)	app	بدل	Apposition
(66:8:3)	(66:8:3)	subj	فاعل	Subject
(66:8:5)	(66:8:6)	PP	PP	PP
(66:8:4)	(66:8:4)	subj	فاعل	Subject
(66:8:6)	(66:8:5)	gen	جار ومجرور	Prepositional phrase
(66:8:7)	(66:8:4)	obj	مفعول به	Object
(66:8:8)	(66:8:7)	adj	صفة	Adjective
(66:8:13)	(66:8:13)	PP	PP	PP
(66:8:12)	(66:8:14)	VS	VS	VS
(66:8:11)	(66:8:14)	SC	SC	SC
(66:8:10)	(66:8:9)	subjx	اسم كان	Subject of special verb
(66:8:10)	(66:8:9)	obj	مفعول به	Object
(66:8:13)	(66:8:13)	gen	جار ومجرور	Prepositional phrase
(66:8:14)	(66:8:12)	obj	مفعول به	Object
(66:8:14)	(66:8:14)	poss	مضاف إليه	Possessive
(66:8:18)	(66:8:19)	PP	PP	PP
(66:8:17)	(66:8:20)	VS	VS	VS
(66:8:15)	(66:8:12)	conj	معطوف	Coordinating conjunction
(66:8:15)	(66:8:15)	obj	مفعول به	Object
(66:8:16)	(66:8:15)	obj	مفعول به	Object
(66:8:19)	(66:8:18)	gen	جار ومجرور	Prepositional phrase
(66:8:19)	(66:8:19)	poss	مضاف إليه	Possessive
(66:8:20)	(66:8:17)	subj	فاعل	Subject
(66:8:22)	(66:8:25)	VS	VS	VS
(66:8:15)	(66:8:15)	obj	مفعول به	Object
(66:8:21)	(66:8:15)	link	متعلق	PP attachment
(66:8:23)	(66:8:22)	neg	neg	neg
(66:8:24)	(66:8:23)	subj	فاعل	Subject
(66:8:25)	(66:8:23)	obj	مفعول به	Object
(66:8:27)	(66:8:28)	VS	VS	VS
(66:8:26)	(66:8:25)	conj	معطوف	Coordinating conjunction
(66:8:27)	(66:8:27)	subj	فاعل	Subject
(66:8:28)	(66:8:27)	link	متعلق	PP attachment
(66:8:28)	(66:8:28)	poss	مضاف إليه	Possessive
(66:8:30)	(66:8:32)	VS	VS	VS
(66:8:29)	(66:8:29)	poss	مضاف إليه	Possessive
(66:8:31)	(66:8:30)	link	متعلق	PP attachment
(66:8:32)	(66:8:31)	poss	مضاف إليه	Possessive
(66:8:32)	(66:8:32)	poss	مضاف إليه	Possessive
(66:8:33)	(66:8:33)	PP	PP	PP
(66:8:33)	(66:8:33)	gen	جار ومجرور	Prepositional phrase
(66:8:33)	(66:8:33)	poss	مضاف إليه	Possessive
(66:8:34)	(66:8:34)	subj	فاعل	Subject
(66:8:35)	(66:8:35)	poss	مضاف إليه	Possessive
(66:8:37)	(66:8:37)	PP	PP	PP
(66:8:40)	(66:8:40)	PP	PP	PP
(66:8:37)	(66:8:37)	gen	جار ومجرور	Prepositional phrase
(66:8:38)	(66:8:36)	obj	مفعول به	Object
(66:8:38)	(66:8:38)	poss	مضاف إليه	Possessive
(66:8:39)	(66:8:36)	conj	معطوف	Coordinating conjunction
(66:8:40)	(66:8:40)	gen	جار ومجرور	Prepositional phrase
(66:8:42)	(66:8:43)	PP	PP	PP
(66:8:41)	(66:8:41)	subjx	اسم كان	Subject of special verb
(66:8:43)	(66:8:42)	gen	جار ومجرور	Prepositional phrase
(66:8:44)	(66:8:43)	poss	مضاف إليه	Possessive
(66:8:45)	(66:8:41)	predx	خبر كان	Predicate of special verb
(66:9:1)	(66:9:1)	voc	voc	voc
(66:9:2)	(66:9:1)	app	بدل	Apposition
(66:9:4)	(66:9:3)	obj	مفعول به	Object
(66:9:5)	(66:9:4)	conj	معطوف	Coordinating conjunction
(66:9:7)	(66:9:7)	PP	PP	PP
(66:9:6)	(66:9:3)	conj	معطوف	Coordinating conjunction
(66:9:7)	(66:9:7)	gen	جار ومجرور	Prepositional phrase
(66:9:8)	(66:9:8)	poss	مضاف إليه	Possessive
(66:9:9)	(66:9:8)	pred	مبتدأ وخبر	Predicate
(66:9:11)	(66:9:10)	subj	فاعل	Subject
(66:10:4)	(66:10:4)	PP	PP	PP
(66:10:5)	(66:10:5)	VS	VS	VS
(66:10:2)	(66:10:1)	subj	فاعل	Subject
(66:10:3)	(66:10:1)	obj	مفعول به	Object
(66:10:4)	(66:10:4)	gen	جار ومجرور	Prepositional phrase
(66:10:5)	(66:10:5)	subj	فاعل	Subject
(66:10:6)	(66:10:1)	obj	مفعول به	Object
(66:10:7)	(66:10:6)	poss	مضاف إليه	Possessive
(66:10:8)	(66:10:6)	conj	معطوف	Coordinating conjunction
(66:10:9)	(66:10:8)	poss	مضاف إليه	Possessive
(66:10:13)	(66:10:14)	PP	PP	PP
(66:10:10)	(66:10:10)	subjx	اسم كان	Subject of special verb
(66:10:12)	(66:10:11)	poss	مضاف إليه	Possessive
(66:10:14)	(66:10:13)	gen	جار ومجرور	Prepositional phrase
(66:10:14)	(66:10:14)	poss	مضاف إليه	Possessive
(66:10:15)	(66:10:12)	adj	صفة	Adjective
(66:10:16)	(66:10:16)	subj	فاعل	Subject
(66:10:16)	(66:10:16)	obj	مفعول به	Object
(66:10:19)	(66:10:19)	PP	PP	PP
(66:10:20)	(66:10:21)	PP	PP	PP
(66:10:18)	(66:10:17)	neg	neg	neg
(66:10:18)	(66:10:18)	subj	فاعل	Subject
(66:10:19)	(66:10:19)	gen	جار ومجرور	Prepositional phrase
(66:10:21)	(66:10:20)	gen	جار ومجرور	Prepositional phrase
(66:10:22)	(66:10:18)	obj	مفعول به	Object
(66:10:24)	(66:10:27)	VS	VS	VS
(66:10:24)	(66:10:24)	subj	فاعل	Subject
(66:10:25)	(66:10:24)	obj	مفعول به	Object
(66:10:26)	(66:10:24)	link	متعلق	PP attachment
(66:10:27)	(66:10:26)	poss	مضاف إليه	Possessive
(66:11:4)	(66:11:4)	PP	PP	PP
(66:11:5)	(66:11:5)	VS	VS	VS
(66:11:2)	(66:11:1)	subj	فاعل	Subject
(66:11:3)	(66:11:1)	obj	مفعول به	Object
(66:11:4)	(66:11:4)	gen	جار ومجرور	Prepositional phrase
(66:11:5)	(66:11:5)	subj	فاعل	Subject
(66:11:6)	(66:11:1)	obj	مفعول به	Object
(66:11:7)	(66:11:6)	poss	مضاف إليه	Possessive
(66:11:9)	(66:11:10)	VS	VS	VS
(66:11:8)	(66:11:1)	link	متعلق	PP attachment
(66:11:10)	(66:11:10)	poss	مضاف إليه	Possessive
(66:11:12)	(66:11:12)	PP	PP	PP
(66:11:15)	(66:11:16)	PP	PP	PP
(66:11:12)	(66:11:12)	gen	جار ومجرور	Prepositional phrase
(66:11:13)	(66:11:11)	link	متعلق	PP attachment
(66:11:13)	(66:11:13)	poss	مضاف إليه	Possessive
(66:11:14)	(66:11:11)	obj	مفعول به	Object
(66:11:16)	(66:11:15)	gen	جار ومجرور	Prepositional phrase
(66:11:18)	(66:11:19)	PP	PP	PP
(66:11:17)	(66:11:11)	conj	معطوف	Coordinating conjunction
(66:11:17)	(66:11:17)	obj	مفعول به	Object
(66:11:19)	(66:11:18)	gen	جار ومجرور	Prepositional phrase
(66:11:20)	(66:11:19)	conj	معطوف	Coordinating conjunction
(66:11:20)	(66:11:20)	poss	مضاف إليه	Possessive
(66:11:22)	(66:11:23)	PP	PP	PP
(66:11:17)	(66:11:17)	obj	مفعول به	Object
(66:11:21)	(66:11:17)	conj	معطوف	Coordinating conjunction
(66:11:21)	(66:11:21)	obj	مفعول به	Object
(66:11:23)	(66:11:22)	gen	جار ومجرور	Prepositional phrase
(66:11:24)	(66:11:23)	adj	صفة	Adjective
(66:12:5)	(66:12:6)	VS	VS	VS
(66:12:1)	(66:11:6)	conj	معطوف	Coordinating conjunction
(66:12:2)	(66:12:1)	app	بدل	Apposition
(66:12:3)	(66:12:2)	poss	مضاف إليه	Possessive
(66:12:4)	(66:12:1)	adj	صفة	Adjective
(66:12:6)	(66:12:5)	obj	مفعول به	Object
(66:12:6)	(66:12:6)	poss	مضاف إليه	Possessive
(66:12:8)	(66:12:8)	PP	PP	PP
(66:12:9)	(66:12:10)	PP	PP	PP
(66:12:7)	(66:12:7)	caus	caus	caus
(66:12:7)	(66:12:7)	subj	فاعل	Subject
(66:12:8)	(66:12:8)	gen	جار ومجرور	Prepositional phrase
(66:12:10)	(66:12:9)	gen	جار ومجرور	Prepositional phrase
(66:12:10)	(66:12:10)	poss	مضاف إليه	Possessive
(66:12:12)	(66:12:12)	PP	PP	PP
(66:12:11)	(66:12:5)	conj	معطوف	Coordinating conjunction
(66:12:12)	(66:12:12)	gen	جار ومجرور	Prepositional phrase
(66:12:13)	(66:12:12)	poss	مضاف إليه	Possessive
(66:12:13)	(66:12:13)	poss	مضاف إليه	Possessive
(66:12:14)	(66:12:12)	conj	معطوف	Coordinating conjunction
(66:12:14)	(66:12:14)	poss	مضاف إليه	Possessive
(66:12:16)	(66:12:17)	PP	PP	PP
(66:12:17)	(66:12:16)	gen	جار ومجرور	Prepositional phrase
(67:1:3)	(67:1:3)	PP	PP	PP
(67:1:3)	(67:1:4)	NS	NS	NS
(67:1:2)	(67:1:1)	subj	فاعل	Subject
(67:1:3)	(67:1:3)	gen	جار ومجرور	Prepositional phrase
(67:1:3)	(67:1:3)	poss	مضاف إليه	Possessive
(67:1:6)	(67:1:7)	PP	PP	PP
(67:1:7)	(67:1:6)	gen	جار ومجرور	Prepositional phrase
(67:1:8)	(67:1:7)	poss	مضاف إليه	Possessive
(67:1:9)	(67:1:5)	pred	مبتدأ وخبر	Predicate
(67:2:6)	(67:2:8)	NS	NS	NS
(67:2:5)	(67:2:8)	VS	VS	VS
(67:2:5)	(67:2:8)	SC	SC	SC
(67:2:2)	(67:2:8)	VS	VS	VS
(67:2:1)	(67:1:2)	app	بدل	Apposition
(67:2:3)	(67:2:2)	obj	مفعول به	Object
(67:2:4)	(67:2:3)	conj	معطوف	Coordinating conjunction
(67:2:5)	(67:2:5)	obj	مفعول به	Object
(67:2:6)	(67:2:6)	poss	مضاف إليه	Possessive
(67:2:7)	(67:2:6)	pred	مبتدأ وخبر	Predicate
(67:2:8)	(67:2:7)	spec	تمييز	Specification
(67:2:10)	(67:2:9)	pred	مبتدأ وخبر	Predicate
(67:2:11)	(67:2:10)	adj	صفة	Adjective
(67:3:2)	(67:3:5)	VS	VS	VS
(67:3:1)	(67:2:10)	adj	صفة	Adjective
(67:3:3)	(67:3:2)	obj	مفعول به	Object
(67:3:4)	(67:3:3)	poss	مضاف إليه	Possessive
(67:3:5)	(67:3:3)	adj	صفة	Adjective
(67:3:8)	(67:3:9)	PP	PP	PP
(67:3:11)	(67:3:12)	PP	PP	PP
(67:3:7)	(67:3:6)	neg	neg	neg
(67:3:9)	(67:3:8)	gen	جار ومجرور	Prepositional phrase
(67:3:10)	(67:3:9)	poss	مضاف إليه	Possessive
(67:3:12)	(67:3:11)	gen	جار ومجرور	Prepositional phrase
(67:3:17)	(67:3:18)	PP	PP	PP
(67:3:13)	(67:3:13)	caus	caus	caus
(67:3:14)	(67:3:13)	obj	مفعول به	Object
(67:3:16)	(67:3:15)	intg	intg	intg
(67:3:18)	(67:3:17)	gen	جار ومجرور	Prepositional phrase
(67:4:6)	(67:4:6)	PP	PP	PP
(67:4:9)	(67:4:10)	NS	NS	NS
(67:4:5)	(67:4:10)	VS	VS	VS
(67:4:3)	(67:4:2)	obj	مفعول به	Object
(67:4:4)	(67:4:2)	cog	مفعول مطلق	Cognate accusative
(67:4:6)	(67:4:6)	gen	جار ومجرور	Prepositional phrase
(67:4:7)	(67:4:5)	subj	فاعل	Subject
(67:4:8)	(67:4:5)	circ	حال	Circumstantial
(67:4:10)	(67:4:9)	pred	مبتدأ وخبر	Predicate
(67:5:5)	(67:5:5)	PP	PP	PP
(67:5:1)	(67:5:1)	emph	emph	emph
(67:5:2)	(67:5:1)	cert	cert	cert
(67:5:2)	(67:5:2)	subj	فاعل	Subject
(67:5:3)	(67:5:2)	obj	مفعول به	Object
(67:5:4)	(67:5:3)	adj	صفة	Adjective
(67:5:5)	(67:5:5)	gen	جار ومجرور	Prepositional phrase
(67:5:8)	(67:5:8)	PP	PP	PP
(67:5:2)	(67:5:2)	subj	فاعل	Subject
(67:5:6)	(67:5:2)	conj	معطوف	Coordinating conjunction
(67:5:6)	(67:5:6)	subj	فاعل	Subject
(67:5:6)	(67:5:6)	obj	مفعول به	Object
(67:5:7)	(67:5:6)	obj	مفعول به	Object
(67:5:8)	(67:5:8)	gen	جار ومجرور	Prepositional phrase
(67:5:10)	(67:5:10)	PP	PP	PP
(67:5:6)	(67:5:6)	subj	فاعل	Subject
(67:5:6)	(67:5:6)	obj	مفعول به	Object
(67:5:9)	(67:5:6)	conj	معطوف	Coordinating conjunction
(67:5:9)	(67:5:9)	subj	فاعل	Subject
(67:5:10)	(67:5:10)	gen	جار ومجرور	Prepositional phrase
(67:5:11)	(67:5:9)	obj	مفعول به	Object
(67:5:12)	(67:5:11)	poss	مضاف إليه	Possessive
(67:6:1)	(67:6:1)	PP	PP	PP
(67:6:3)	(67:6:3)	PP	PP	PP
(67:6:2)	(67:6:3)	VS	VS	VS
(67:6:1)	(67:6:1)	gen	جار ومجرور	Prepositional phrase
(67:6:2)	(67:6:2)	subj	فاعل	Subject
(67:6:3)	(67:6:3)	gen	جار ومجرور	Prepositional phrase
(67:6:3)	(67:6:3)	poss	مضاف إليه	Possessive
(67:6:5)	(67:6:4)	poss	مضاف إليه	Possessive
(67:6:7)	(67:6:6)	subj	فاعل	Subject
(67:7:3)	(67:7:3)	PP	PP	PP
(67:7:2)	(67:7:3)	VS	VS	VS
(67:7:5)	(67:7:5)	PP	PP	PP
(67:7:2)	(67:7:2)	pass	نائب فاعل	Passive subject
(67:7:3)	(67:7:3)	gen	جار ومجرور	Prepositional phrase
(67:7:4)	(67:7:4)	subj	فاعل	Subject
(67:7:5)	(67:7:5)	gen	جار ومجرور	Prepositional phrase
(67:7:6)	(67:7:4)	obj	مفعول به	Object
(67:8:3)	(67:8:4)	PP	PP	PP
(67:8:2)	(67:8:4)	VS	VS	VS
(67:8:4)	(67:8:3)	gen	جار ومجرور	Prepositional phrase
(67:8:7)	(67:8:7)	PP	PP	PP
(67:8:6)	(67:8:8)	VS	VS	VS
(67:8:11)	(67:8:13)	VS	VS	VS
(67:8:9)	(67:8:13)	VS	VS	VS
(67:8:7)	(67:8:7)	gen	جار ومجرور	Prepositional phrase
(67:8:8)	(67:8:6)	pass	نائب فاعل	Passive subject
(67:8:9)	(67:8:9)	obj	مفعول به	Object
(67:8:10)	(67:8:9)	subj	فاعل	Subject
(67:8:10)	(67:8:10)	poss	مضاف إليه	Possessive
(67:8:11)	(67:8:11)	intg	intg	intg
(67:8:12)	(67:8:11)	neg	neg	neg
(67:8:12)	(67:8:12)	obj	مفعول به	Object
(67:8:13)	(67:8:12)	subj	فاعل	Subject
(67:9:2)	(67:9:5)	VS	VS	VS
(67:9:1)	(67:9:1)	subj	فاعل	Subject
(67:9:3)	(67:9:2)	ans	ans	ans
(67:9:4)	(67:9:3)	cert	cert	cert
(67:9:4)	(67:9:4)	obj	مفعول به	Object
(67:9:5)	(67:9:4)	subj	فاعل	Subject
(67:9:11)	(67:9:12)	PP	PP	PP
(67:9:8)	(67:9:12)	VS	VS	VS
(67:9:6)	(67:9:6)	subj	فاعل	Subject
(67:9:7)	(67:9:6)	conj	معطوف	Coordinating conjunction
(67:9:7)	(67:9:7)	subj	فاعل	Subject
(67:9:9)	(67:9:8)	neg	neg	neg
(67:9:10)	(67:9:9)	subj	فاعل	Subject
(67:9:12)	(67:9:11)	gen	جار ومجرور	Prepositional phrase
(67:9:16)	(67:9:17)	PP	PP	PP
(67:9:14)	(67:9:13)	neg	neg	neg
(67:9:17)	(67:9:16)	gen	جار ومجرور	Prepositional phrase
(67:9:18)	(67:9:17)	adj	صفة	Adjective
(67:10:9)	(67:10:10)	PP	PP	PP
(67:10:7)	(67:10:11)	NS	NS	NS
(67:10:2)	(67:10:11)	CS	CS	CS
(67:10:1)	(67:10:1)	subj	فاعل	Subject
(67:10:3)	(67:10:3)	subjx	اسم كان	Subject of special verb
(67:10:6)	(67:10:4)	conj	معطوف	Coordinating conjunction
(67:10:8)	(67:10:7)	neg	neg	neg
(67:10:8)	(67:10:8)	subjx	اسم كان	Subject of special verb
(67:10:10)	(67:10:9)	gen	جار ومجرور	Prepositional phrase
(67:10:11)	(67:10:10)	poss	مضاف إليه	Possessive
(67:11:2)	(67:11:2)	PP	PP	PP
(67:11:4)	(67:11:4)	PP	PP	PP
(67:11:1)	(67:11:1)	subj	فاعل	Subject
(67:11:2)	(67:11:2)	gen	جار ومجرور	Prepositional phrase
(67:11:2)	(67:11:2)	poss	مضاف إليه	Possessive
(67:11:4)	(67:11:4)	gen	جار ومجرور	Prepositional phrase
(67:11:5)	(67:11:4)	poss	مضاف إليه	Possessive
(67:12:5)	(67:12:5)	PP	PP	PP
(67:12:3)	(67:12:5)	VS	VS	VS
(67:12:6)	(67:12:6)	PP	PP	PP
(67:12:6)	(67:12:9)	NS	NS	NS
(67:12:2)	(67:12:1)	subjx	اسم كان	Subject of special verb
(67:12:3)	(67:12:3)	subj	فاعل	Subject
(67:12:4)	(67:12:3)	obj	مفعول به	Object
(67:12:4)	(67:12:4)	poss	مضاف إليه	Possessive
(67:12:5)	(67:12:5)	gen	جار ومجرور	Prepositional phrase
(67:12:6)	(67:12:6)	gen	جار ومجرور	Prepositional phrase
(67:12:8)	(67:12:7)	conj	معطوف	Coordinating conjunction
(67:12:9)	(67:12:8)	adj	صفة	Adjective
(67:13:5)	(67:13:5)	PP	PP	PP
(67:13:1)	(67:13:1)	subj	فاعل	Subject
(67:13:2)	(67:13:1)	obj	مفعول به	Object
(67:13:2)	(67:13:2)	poss	مضاف إليه	Possessive
(67:13:4)	(67:13:1)	conj	معطوف	Coordinating conjunction
(67:13:4)	(67:13:4)	subj	فاعل	Subject
(67:13:5)	(67:13:5)	gen	جار ومجرور	Prepositional phrase
(67:13:8)	(67:13:8)	PP	PP	PP
(67:13:6)	(67:13:6)	subjx	اسم كان	Subject of special verb
(67:13:7)	(67:13:6)	predx	خبر كان	Predicate of special verb
(67:13:8)	(67:13:8)	gen	جار ومجرور	Prepositional phrase
(67:13:9)	(67:13:8)	poss	مضاف إليه	Possessive
(67:14:1)	(67:14:1)	intg	intg	intg
(67:14:2)	(67:14:1)	neg	neg	neg
(67:14:3)	(67:14:2)	subj	فاعل	Subject
(67:14:6)	(67:14:5)	pred	مبتدأ وخبر	Predicate
(67:14:7)	(67:14:6)	adj	صفة	Adjective
(67:15:4)	(67:15:4)	PP	PP	PP
(67:15:3)	(67:15:6)	VS	VS	VS
(67:15:2)	(67:15:1)	pred	مبتدأ وخبر	Predicate
(67:15:4)	(67:15:4)	gen	جار ومجرور	Prepositional phrase
(67:15:5)	(67:15:3)	obj	مفعول به	Object
(67:15:6)	(67:15:3)	obj	مفعول به	Object
(67:15:8)	(67:15:9)	PP	PP	PP
(67:15:11)	(67:15:12)	PP	PP	PP
(67:15:7)	(67:15:7)	subj	فاعل	Subject
(67:15:9)	(67:15:8)	gen	جار ومجرور	Prepositional phrase
(67:15:9)	(67:15:9)	poss	مضاف إليه	Possessive
(67:15:10)	(67:15:7)	conj	معطوف	Coordinating conjunction
(67:15:10)	(67:15:10)	subj	فاعل	Subject
(67:15:12)	(67:15:11)	gen	جار ومجرور	Prepositional phrase
(67:15:12)	(67:15:12)	poss	مضاف إليه	Possessive
(67:15:13)	(67:15:13)	PP	PP	PP
(67:15:13)	(67:15:13)	gen	جار ومجرور	Prepositional phrase
(67:16:3)	(67:16:4)	PP	PP	PP
(67:16:7)	(67:16:7)	PP	PP	PP
(67:16:6)	(67:16:8)	VS	VS	VS
(67:16:5)	(67:16:8)	SC	SC	SC
(67:16:1)	(67:16:1)	intg	intg	intg
(67:16:1)	(67:16:1)	subj	فاعل	Subject
(67:16:2)	(67:16:1)	obj	مفعول به	Object
(67:16:4)	(67:16:3)	gen	جار ومجرور	Prepositional phrase
(67:16:7)	(67:16:7)	gen	جار ومجرور	Prepositional phrase
(67:16:8)	(67:16:6)	obj	مفعول به	Object
(67:16:10)	(67:16:9)	sur	sur	sur
(67:17:4)	(67:17:5)	PP	PP	PP
(67:17:8)	(67:17:8)	PP	PP	PP
(67:17:7)	(67:17:9)	VS	VS	VS
(67:17:6)	(67:17:9)	SC	SC	SC
(67:17:2)	(67:17:2)	subj	فاعل	Subject
(67:17:3)	(67:17:2)	obj	مفعول به	Object
(67:17:5)	(67:17:4)	gen	جار ومجرور	Prepositional phrase
(67:17:8)	(67:17:8)	gen	جار ومجرور	Prepositional phrase
(67:17:9)	(67:17:7)	obj	مفعول به	Object
(67:17:11)	(67:17:12)	NS	NS	NS
(67:17:10)	(67:17:10)	fut	fut	fut
(67:17:10)	(67:17:10)	subj	فاعل	Subject
(67:17:11)	(67:17:12)	pred	مبتدأ وخبر	Predicate
(67:17:12)	(67:17:12)	poss	مضاف إليه	Possessive
(67:18:4)	(67:18:5)	PP	PP	PP
(67:18:1)	(67:18:1)	emph	emph	emph
(67:18:2)	(67:18:1)	cert	cert	cert
(67:18:3)	(67:18:2)	subj	فاعل	Subject
(67:18:5)	(67:18:4)	gen	جار ومجرور	Prepositional phrase
(67:18:5)	(67:18:5)	poss	مضاف إليه	Possessive
(67:18:6)	(67:18:7)	predx	خبر كان	Predicate of special verb
(67:18:8)	(67:18:7)	subjx	اسم كان	Subject of special verb
(67:18:8)	(67:18:8)	poss	مضاف إليه	Possessive
(67:19:3)	(67:19:4)	PP	PP	PP
(67:19:1)	(67:19:1)	sup	sup	sup
(67:19:1)	(67:19:1)	intg	intg	intg
(67:19:2)	(67:19:1)	neg	neg	neg
(67:19:2)	(67:19:2)	subj	فاعل	Subject
(67:19:4)	(67:19:3)	gen	جار ومجرور	Prepositional phrase
(67:19:5)	(67:19:5)	poss	مضاف إليه	Possessive
(67:19:6)	(67:19:4)	circ	حال	Circumstantial
(67:19:7)	(67:19:6)	conj	معطوف	Coordinating conjunction
(67:19:7)	(67:19:7)	subj	فاعل	Subject
(67:19:9)	(67:19:8)	neg	neg	neg
(67:19:9)	(67:19:9)	obj	مفعول به	Object
(67:19:10)	(67:19:11)	res	res	res
(67:19:11)	(67:19:9)	subj	فاعل	Subject
(67:19:13)	(67:19:13)	PP	PP	PP
(67:19:12)	(67:19:12)	subjx	اسم كان	Subject of special verb
(67:19:13)	(67:19:13)	gen	جار ومجرور	Prepositional phrase
(67:19:14)	(67:19:13)	poss	مضاف إليه	Possessive
(67:19:15)	(67:19:12)	predx	خبر كان	Predicate of special verb
(67:20:6)	(67:20:6)	PP	PP	PP
(67:20:8)	(67:20:9)	PP	PP	PP
(67:20:7)	(67:20:10)	VS	VS	VS
(67:20:4)	(67:20:10)	NS	NS	NS
(67:20:2)	(67:20:1)	pred	مبتدأ وخبر	Predicate
(67:20:3)	(67:20:2)	app	بدل	Apposition
(67:20:5)	(67:20:4)	pred	مبتدأ وخبر	Predicate
(67:20:6)	(67:20:6)	gen	جار ومجرور	Prepositional phrase
(67:20:7)	(67:20:7)	obj	مفعول به	Object
(67:20:9)	(67:20:8)	gen	جار ومجرور	Prepositional phrase
(67:20:10)	(67:20:9)	poss	مضاف إليه	Possessive
(67:20:14)	(67:20:15)	PP	PP	PP
(67:20:12)	(67:20:11)	neg	neg	neg
(67:20:15)	(67:20:14)	gen	جار ومجرور	Prepositional phrase
(67:21:6)	(67:21:7)	VS	VS	VS
(67:21:2)	(67:21:1)	pred	مبتدأ وخبر	Predicate
(67:21:3)	(67:21:2)	app	بدل	Apposition
(67:21:4)	(67:21:4)	obj	مفعول به	Object
(67:21:7)	(67:21:6)	obj	مفعول به	Object
(67:21:7)	(67:21:7)	poss	مضاف إليه	Possessive
(67:21:10)	(67:21:11)	PP	PP	PP
(67:21:9)	(67:21:8)	ret	ret	ret
(67:21:9)	(67:21:9)	subj	فاعل	Subject
(67:21:11)	(67:21:10)	gen	جار ومجرور	Prepositional phrase
(67:21:12)	(67:21:11)	conj	معطوف	Coordinating conjunction
(67:22:4)	(67:22:5)	PP	PP	PP
(67:22:2)	(67:22:5)	VS	VS	VS
(67:22:1)	(67:22:1)	sup	sup	sup
(67:22:1)	(67:22:1)	intg	intg	intg
(67:22:3)	(67:22:2)	circ	حال	Circumstantial
(67:22:5)	(67:22:4)	gen	جار ومجرور	Prepositional phrase
(67:22:5)	(67:22:5)	poss	مضاف إليه	Possessive
(67:22:6)	(67:22:1)	pred	مبتدأ وخبر	Predicate
(67:22:10)	(67:22:11)	PP	PP	PP
(67:22:8)	(67:22:12)	VS	VS	VS
(67:22:9)	(67:22:8)	obj	مفعول به	Object
(67:22:11)	(67:22:10)	gen	جار ومجرور	Prepositional phrase
(67:22:12)	(67:22:11)	adj	صفة	Adjective
(67:23:6)	(67:23:6)	PP	PP	PP
(67:23:4)	(67:23:9)	VS	VS	VS
(67:23:2)	(67:23:9)	NS	NS	NS
(67:23:3)	(67:23:2)	pred	مبتدأ وخبر	Predicate
(67:23:4)	(67:23:4)	obj	مفعول به	Object
(67:23:5)	(67:23:4)	conj	معطوف	Coordinating conjunction
(67:23:6)	(67:23:6)	gen	جار ومجرور	Prepositional phrase
(67:23:7)	(67:23:5)	obj	مفعول به	Object
(67:23:8)	(67:23:7)	conj	معطوف	Coordinating conjunction
(67:23:9)	(67:23:7)	conj	معطوف	Coordinating conjunction
(67:23:11)	(67:23:12)	emph	emph	emph
(67:23:12)	(67:23:12)	subj	فاعل	Subject
(67:24:5)	(67:24:6)	PP	PP	PP
(67:24:4)	(67:24:6)	VS	VS	VS
(67:24:7)	(67:24:7)	PP	PP	PP
(67:24:2)	(67:24:8)	VS	VS	VS
(67:24:3)	(67:24:2)	pred	مبتدأ وخبر	Predicate
(67:24:4)	(67:24:4)	obj	مفعول به	Object
(67:24:6)	(67:24:5)	gen	جار ومجرور	Prepositional phrase
(67:24:7)	(67:24:7)	gen	جار ومجرور	Prepositional phrase
(67:24:8)	(67:24:8)	pass	نائب فاعل	Passive subject
(67:25:6)	(67:25:7)	NS	NS	NS
(67:25:2)	(67:25:7)	VS	VS	VS
